siren,siret,finess,nom,type,naf,libelle,commune,departement,telephone,source
329234397,32923439700035,,TRANSPORTS DARGELOS,livraison,49.41B,Transports routiers de fret de proximite,EAUZE,32,,sirene
493526420,49352642000036,,LOGISTICS PARTNER,livraison,49.41B,Transports routiers de fret de proximite,CISSAC-MEDOC,33,,sirene
490170008,49017000800026,,GT TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,SAINT-JEAN-LE-COMTAL,32,,sirene
515396752,51539675200013,,GTL,livraison,49.41B,Transports routiers de fret de proximite,LOMBEZ,32,,sirene
841445679,84144567900019,,BAJUTRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,MONTESTRUC-SUR-GERS,32,,sirene
316713288,31671328800025,,TRANSPORTS FLORCZAK,livraison,49.41B,Transports routiers de fret de proximite,GIMONT,32,,sirene
389495920,38949592000040,,TRANS AUSCITAINE  TRANSPORTS EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,AUCH,32,,sirene
449435049,44943504900019,,PHIL'LIVRAISON,livraison,49.41B,Transports routiers de fret de proximite,SAINTE-MARIE,32,,sirene
751435579,75143557900014,,SN GTG,livraison,49.41B,Transports routiers de fret de proximite,MONTREAL,32,,sirene
493905541,49390554100014,,TRANSPORTS BOUCHARD CHRISTOPHE,livraison,49.41B,Transports routiers de fret de proximite,MONTAMAT,32,,sirene
822453494,82245349400038,,LES TRIPORTEURS FRANCAIS,livraison,49.41B,Transports routiers de fret de proximite,RENNES,35,,sirene
312990195,31299019500066,,C.MORTELECQUE,livraison,49.41B,Transports routiers de fret de proximite,AUBIGNY-EN-ARTOIS,62,,sirene
409142759,40914275900102,,SARL CPS,livraison,49.41B,Transports routiers de fret de proximite,SAINT-PAUL-LES-DAX,40,,sirene
824837678,82483767800047,,TRANSPORTS NTSOA PLUS,livraison,49.41B,Transports routiers de fret de proximite,VILLENAVE-D'ORNON,33,,sirene
883207581,88320758100058,,SPRIIINT,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
333021152,33302115200025,,TRANSPORTS ET TRAVAUX LINXOIS,livraison,49.41B,Transports routiers de fret de proximite,LINXE,40,,sirene
428196281,42819628100078,,S.V.S.,livraison,49.41B,Transports routiers de fret de proximite,SAINT-GELAIS,79,,sirene
531402386,53140238600027,,CBM,livraison,53.20Z,Autres activites de poste et de courrier,SAINT-OUEN-SUR-SEINE,93,,sirene
414196931,41419693100011,,FRIGO TRANSPORT 33,livraison,49.41B,Transports routiers de fret de proximite,GUIDEL,56,,sirene
317943637,31794363700015,,TRANSPORTS SAINTAMON,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
882553761,88255376100041,,GEA EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
519154603,51915460300020,,MB SERVICES,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
753868108,75386810800030,,DMT RECYCLAGE,livraison,49.41B,Transports routiers de fret de proximite,SAINT-OUEN-L'AUMONE,95,,sirene
478494867,47849486700011,,SARL PHILBER,livraison,49.41B,Transports routiers de fret de proximite,BRAUD-ET-SAINT-LOUIS,33,,sirene
789084431,78908443100020,,K-EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,PARIS,75,,sirene
790418073,79041807300025,,NICOLAS RAPIN (M2R),livraison,49.41B,Transports routiers de fret de proximite,SAINT-LOUBES,33,,sirene
839008380,83900838000017,,LAVOREX,livraison,96.01A,Blanchisserie-teinturerie de gros,FRONSAC,33,,sirene
881555692,88155569200014,,P.S.M TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,SAINT-AUBIN-DE-MEDOC,33,,sirene
326057718,32605771800016,,TRANSPORTS CROUZET FRERES,livraison,49.41B,Transports routiers de fret de proximite,MONTANS,81,,sirene
442653200,44265320000042,,AL'SEV.EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,GOUSSAINVILLE,95,,sirene
442294526,44229452600011,,ETABLISSEMENTS PFT,livraison,49.41B,Transports routiers de fret de proximite,LE PASSAGE,47,,sirene
456200344,45620034400111,,BAYLE ET COMPAGNIE,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
412143307,41214330700038,,EURL SCD,livraison,49.41B,Transports routiers de fret de proximite,MUR-SUR-ALLIER,63,,sirene
513743534,51374353400051,,PHOENIX TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,LE TAILLAN-MEDOC,33,,sirene
781901285,78190128500044,,BOUEIX TRANSPORTS ET LOGISTIQUE,livraison,49.41B,Transports routiers de fret de proximite,BLANQUEFORT,33,,sirene
300164381,30016438100042,,TRANSPORTS GUYAMIER,livraison,49.41B,Transports routiers de fret de proximite,FLOIRAC,33,,sirene
411538044,41153804400024,,33 LOCATION,livraison,49.41B,Transports routiers de fret de proximite,CANEJAN,33,,sirene
414963215,41496321500044,,TRANSPORT CHARROPPIN ET FILS (TCF),livraison,49.41B,Transports routiers de fret de proximite,SAINT-LOUBES,33,,sirene
415404706,41540470600020,,SOGIBE TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,SAINT-MAGNE-DE-CASTILLON,33,,sirene
417504305,41750430500026,,BLANCHISSERIE GIRONDINE,livraison,96.01A,Blanchisserie-teinturerie de gros,BLANQUEFORT,33,,sirene
414711101,41471110100025,,TRANSPORTS JEAN-LUC BENTEJAC,livraison,49.41B,Transports routiers de fret de proximite,SAINTE-BAZEILLE,47,,sirene
408266872,40826687200022,,S T M D,livraison,49.41B,Transports routiers de fret de proximite,VAYRES,33,,sirene
342894292,34289429200024,,ALAIN BAQUEY,livraison,49.41B,Transports routiers de fret de proximite,LE TAILLAN-MEDOC,33,,sirene
326737111,32673711100046,,SARL PERRIER,livraison,49.41B,Transports routiers de fret de proximite,SAINT-SAUVEUR,33,,sirene
333244242,33324424200033,,PECHAVY TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,SAINT-LOUBES,33,,sirene
892951963,89295196300016,,MAS TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,ARTIGUES-PRES-BORDEAUX,33,,sirene
885406926,88540692600026,,D-TRANS EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
480239839,48023983900016,,LARGETEAU TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,SAINT-MARTIN-DU-BOIS,33,,sirene
489606350,48960635000036,,TRANSPORT J.S.M.,livraison,49.41B,Transports routiers de fret de proximite,SALLES,33,,sirene
484943402,48494340200020,,TRANSPORTS DESTRAC,livraison,49.41B,Transports routiers de fret de proximite,BEGLES,33,,sirene
490675725,49067572500025,,STEF TRANSPORT BORDEAUX,livraison,49.41B,Transports routiers de fret de proximite,BEGLES,33,,sirene
398591115,39859111500025,,SOCIETE TRANSPORTS CONTENEUR MARCHANDISE,livraison,49.41B,Transports routiers de fret de proximite,BEAUTIRAN,33,,sirene
825289184,82528918400020,,WAKILO,livraison,49.41B,Transports routiers de fret de proximite,VILLENAVE-D'ORNON,33,,sirene
814456422,81445642200025,,CUB'EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,VILLANDRAUT,33,,sirene
434223889,43422388900032,,TRANS VIGNOBLES SERVICES,livraison,49.41B,Transports routiers de fret de proximite,NAUJAN-ET-POSTIAC,33,,sirene
428950497,42895049700027,,A BRIDES ABATTUES COURSIERS,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
429017783,42901778300045,,TRANSPORTS AQUITAINE TRANS-EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,YVRAC,33,,sirene
517841243,51784124300028,,MPM GIRONDE,livraison,49.41B,Transports routiers de fret de proximite,CARBON-BLANC,33,,sirene
530462670,53046267000031,,ELYCE SERVICES,livraison,49.41B,Transports routiers de fret de proximite,CANEJAN,33,,sirene
533959631,53395963100052,,BA TRANS EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,YVRAC,33,,sirene
453156234,45315623400032,,SARL DA SILVA TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,BRUGES,33,,sirene
751335043,75133504300012,,AM TRANS,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
451109144,45110914400027,,"TRANSPORTS DELAHAYE, MESSAGERIE EXPRESS",livraison,49.41B,Transports routiers de fret de proximite,LUDON-MEDOC,33,,sirene
424462174,42446217400048,,STEF TRANSPORT AGEN,livraison,49.41B,Transports routiers de fret de proximite,ESTILLAC,47,,sirene
790443816,79044381600026,,MTS LOGISTIC,livraison,49.41B,Transports routiers de fret de proximite,LA TESTE-DE-BUCH,33,,sirene
803288091,80328809100025,,ADDEX TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,BEGLES,33,,sirene
804315059,80431505900027,,TRANSPORTS EXPRESS DM,livraison,49.41B,Transports routiers de fret de proximite,AMBES,33,,sirene
890512288,89051228800022,,MITJAVILE PHM GROUP,livraison,49.41B,Transports routiers de fret de proximite,VAYRES,33,,sirene
835061284,83506128400021,,VOIE RAPIDE PERFORMANCE,livraison,49.41B,Transports routiers de fret de proximite,CENON,33,,sirene
828505099,82850509900014,,V L J TRANSPORTS ET SERVICES,livraison,49.41B,Transports routiers de fret de proximite,TALENCE,33,,sirene
831251988,83125198800018,,TRANSPORTS G.A.M.S,livraison,49.41B,Transports routiers de fret de proximite,SAINT-MAGNE-DE-CASTILLON,33,,sirene
877535591,87753559100011,,L'ATELIER REMUMENAGE,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
849724737,84972473700010,,TMA - TRANSPORT DE MARCHANDISES AQUITAINE,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
901910638,90191063800013,,OKTO TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,VAYRES,33,,sirene
901734384,90173438400018,,SLTI EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,GENISSAC,33,,sirene
880976170,88097617000022,,2HL,livraison,49.41B,Transports routiers de fret de proximite,CAMBLANES-ET-MEYNAC,33,,sirene
881047716,88104771600025,,ALLIANCE TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
572921914,57292191400048,,VIGOUROUX TRANSPORTS SAS,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
810881250,81088125000015,,TRANSPORT DE MARCHANDISES CONVENTIONNELLES,livraison,49.41B,Transports routiers de fret de proximite,CROIGNON,33,,sirene
980986442,98098644200013,,SWIFT TRANSPORT LOGISTIQUE,livraison,49.41B,Transports routiers de fret de proximite,BEAUTIRAN,33,,sirene
912412046,91241204600035,,ALEAS,livraison,49.41B,Transports routiers de fret de proximite,PESSAC,33,,sirene
912551710,91255171000029,,GALLIA TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,LE BARP,33,,sirene
921037768,92103776800022,,SERVICE RAPIDE LECHANI,livraison,49.41B,Transports routiers de fret de proximite,LIBOURNE,33,,sirene
889432506,88943250600026,,STG BORDEAUX,livraison,49.41B,Transports routiers de fret de proximite,SAINT JEAN D'ILLAC,33,,sirene
802889139,80288913900043,,SUD OUEST TRANSFERTS,livraison,49.41B,Transports routiers de fret de proximite,ST LOUIS DE MONTFERRAND,33,,sirene
325290096,32529009600016,,SOC EXPLOITATION LAVAL FRERES,livraison,49.41B,Transports routiers de fret de proximite,PINEUILH,33,,sirene
822270393,82227039300017,,DUCARRE,livraison,96.01A,Blanchisserie-teinturerie de gros,SAINT-ANDRE-DE-CUBZAC,33,,sirene
800563231,80056323100037,,LOU EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
805361029,80536102900020,,CRT,livraison,49.41B,Transports routiers de fret de proximite,CARBON-BLANC,33,,sirene
387564263,38756426300037,,TRANSPORTS TERRASSEMENTS DEMOLITIONS,livraison,49.41B,Transports routiers de fret de proximite,IZON,33,,sirene
390508679,39050867900011,,TRANSPORTS GREILLER,livraison,49.41B,Transports routiers de fret de proximite,LES LEVES-ET-THOUMEYRAGUES,33,,sirene
447557752,44755775200022,,RAPID FRIGO 33,livraison,49.41B,Transports routiers de fret de proximite,MAZERES,33,,sirene
448423533,44842353300026,,RAZALE FRANCE,livraison,49.41B,Transports routiers de fret de proximite,LES ESSEINTES,33,,sirene
419127733,41912773300014,,TRANS-LIVENNE,livraison,49.41B,Transports routiers de fret de proximite,DONNEZAC,33,,sirene
407760982,40776098200022,,SARL SOLUTION-EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,PERISSAC,33,,sirene
404497463,40449746300053,,PILOTE LINE,livraison,49.41B,Transports routiers de fret de proximite,INGRE,45,,sirene
433919289,43391928900028,,BITAR & CO,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
751968041,75196804100010,,S.A.R.L. T.E.T.,livraison,49.41B,Transports routiers de fret de proximite,MOULIS-EN-MEDOC,33,,sirene
344752209,34475220900033,,DUCAMIN TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,IZON,33,,sirene
348874785,34887478500036,,SOC EXPLOITATION ETS BEAUVAIS,livraison,49.41B,Transports routiers de fret de proximite,MAILLAS,40,,sirene
350388104,35038810400027,,TRANSPORTS DU LITTORAL,livraison,49.41B,Transports routiers de fret de proximite,LACANAU,33,,sirene
914427901,91442790100014,,AIGUITRANS,livraison,49.41B,Transports routiers de fret de proximite,FLOIRAC,33,,sirene
910999853,91099985300013,,R.M.T.P.R.,livraison,49.41B,Transports routiers de fret de proximite,PRECHAC,33,,sirene
911097863,91109786300011,,MELIVRAISONS,livraison,53.20Z,Autres activites de poste et de courrier,AMBARES-ET-LAGRAVE,33,,sirene
912698206,91269820600014,,T&D EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
918348822,91834882200027,,NG NEGOCE,livraison,49.41B,Transports routiers de fret de proximite,BEGLES,33,,sirene
840484828,84048482800016,,SEVRAIN,livraison,49.41B,Transports routiers de fret de proximite,GALGON,33,,sirene
824230940,82423094000010,,A.F.E,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
840082853,84008285300028,,NATIONAL TRANSPORTS EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
830609020,83060902000011,,TRANSPORTS DELAIRE,livraison,49.41B,Transports routiers de fret de proximite,CAMBLANES-ET-MEYNAC,33,,sirene
820163913,82016391300040,,TIM,livraison,49.41B,Transports routiers de fret de proximite,BEGLES,33,,sirene
412065062,41206506200058,,TRANSPORTS ZANUT,livraison,49.41B,Transports routiers de fret de proximite,TONNEINS,47,,sirene
819780404,81978040400029,,KOLIBLUE,livraison,49.41B,Transports routiers de fret de proximite,CANEJAN,33,,sirene
494367378,49436737800036,,E-TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,CADAUJAC,33,,sirene
483261426,48326142600041,,TRANSPORTS DUMONT,livraison,49.41B,Transports routiers de fret de proximite,TRESSES,33,,sirene
479167066,47916706600030,,KACHICH TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,PESSAC,33,,sirene
847720851,84772085100017,,CTL-FRANCE,livraison,49.41B,Transports routiers de fret de proximite,SAINT-LOUBES,33,,sirene
902931385,90293138500030,,TRANSPORTS JO,livraison,49.41B,Transports routiers de fret de proximite,BESSAN,34,,sirene
750538860,75053886000024,,SARL FOXTRANS,livraison,49.41B,Transports routiers de fret de proximite,MIOS,33,,sirene
514750462,51475046200012,,BROIS DIFFUSION EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,MARCHEPRIME,33,,sirene
530215565,53021556500025,,MEDOC TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,BLANQUEFORT,33,,sirene
522905421,52290542100072,,DISTRIDEM,livraison,49.41B,Transports routiers de fret de proximite,MEAUX,77,,sirene
532130796,53213079600057,,COGEPART 33,livraison,49.41B,Transports routiers de fret de proximite,PESSAC,33,,sirene
534566476,53456647600048,,TRANSGO,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
502850589,50285058900032,,LYNA EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
523901338,52390133800013,,EUREKA LOGISTIQUE BORDEAUX,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
810561373,81056137300012,,BNB,livraison,96.01A,Blanchisserie-teinturerie de gros,ANDERNOS-LES-BAINS,33,,sirene
810593335,81059333500039,,ECO RIBEYRE TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,TRESSES,33,,sirene
810598185,81059818500025,,PEIXOTO BORDEAUX GIRONDE,livraison,49.41B,Transports routiers de fret de proximite,BEYCHAC-ET-CAILLAU,33,,sirene
814540407,81454040700016,,CASA TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,MERIGNAC,33,,sirene
811257682,81125768200013,,LT EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,PEUJARD,33,,sirene
819247396,81924739600016,,PADOTRANS,livraison,49.41B,Transports routiers de fret de proximite,BEGLES,33,,sirene
891971988,89197198800029,,BDL TRANS EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,BORDEAUX,33,,sirene
951951722,95195172200010,,ELINE TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,BEGLES,33,,sirene
523091148,52309114800024,,J'ARRIVE TRANSPORT,livraison,53.20Z,Autres activites de poste et de courrier,BORDEAUX,33,,sirene
790282784,79028278400038,,TRANSPORT AUNEAU,livraison,49.41B,Transports routiers de fret de proximite,SAINT-LOUBES,33,,sirene
797516622,79751662200033,,ASLAT TRANSPORT ET DEMENAGEMENT,livraison,49.41B,Transports routiers de fret de proximite,INGRE,45,,sirene
499737096,49973709600010,,JD TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,ESTERNAY,51,,sirene
326257334,32625733400028,,TRANSPORTS BENEZECH,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
822998415,82299841500043,,SOCIETE SERVICES TRANS EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
537793887,53779388700036,,S.T.P SABATE,livraison,49.41B,Transports routiers de fret de proximite,PERPIGNAN,66,,sirene
443939848,44393984800034,,AGENCE RAPID'TRANSPORTS SARL,livraison,49.41B,Transports routiers de fret de proximite,MAUGUIO,34,,sirene
445205057,44520505700042,,RS'TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,CASTELNAU-LE-LEZ,34,,sirene
837645373,83764537300015,,H2M EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,FONTENAY-SOUS-BOIS,94,,sirene
902729227,90272922700014,,STB TRANSPORT & LOGISTIQUE,livraison,49.41B,Transports routiers de fret de proximite,VENDARGUES,34,,sirene
904725827,90472582700029,,MAF TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
889789830,88978983000037,,LASO FRANCE,livraison,49.41B,Transports routiers de fret de proximite,LYON,69,,sirene
452135510,45213551000025,,DILILOG,livraison,49.41B,Transports routiers de fret de proximite,BAILLARGUES,34,,sirene
433849478,43384947800022,,BELLEVILLE,livraison,49.41B,Transports routiers de fret de proximite,VENDARGUES,34,,sirene
437882418,43788241800035,,RIERA TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,GIGEAN,34,,sirene
842299984,84229998400026,,PRO FAST TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
850633371,85063337100024,,NAKA TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,LYON,69,,sirene
894071539,89407153900023,,MAFA LOGIS,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
899454490,89945449000017,,TSM COL,livraison,49.41B,Transports routiers de fret de proximite,RIVESALTES,66,,sirene
451379994,45137999400028,,D2R TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,PEROLS,34,,sirene
411406168,41140616800053,,TRANSPORTS CHILA,livraison,49.41B,Transports routiers de fret de proximite,VILLENEUVE-LES-MAGUELONE,34,,sirene
414809632,41480963200014,,SARL LAV'BLANC,livraison,96.01A,Blanchisserie-teinturerie de gros,AGDE,34,,sirene
414462366,41446236600058,,MESSAGERIE DU CLAPAS SARL,livraison,49.41B,Transports routiers de fret de proximite,HEIDWILLER,68,,sirene
311567176,31156717600020,,TRANSPORTS VENDEMIANAIS,livraison,49.41B,Transports routiers de fret de proximite,VENDEMIAN,34,,sirene
300221322,30022132200021,,LES TRANSPORTS DU LITTORAL SA,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
313447658,31344765800011,,TRANSPORTS BOYER ET FILS,livraison,49.41B,Transports routiers de fret de proximite,FRONTIGNAN,34,,sirene
523560266,52356026600018,,TLR 34,livraison,49.41B,Transports routiers de fret de proximite,VILLENEUVE-LES-BEZIERS,34,,sirene
483463592,48346359200012,,TRANSPORTS FULCRAND,livraison,49.41B,Transports routiers de fret de proximite,SAINT-MARTIN-DE-LONDRES,34,,sirene
327962007,32796200700040,,STE EXPLOIT TRANSPORTS ALBO,livraison,49.41B,Transports routiers de fret de proximite,COLOMBIERS,34,,sirene
332150614,33215061400045,,CAZALS FRERES,livraison,49.41B,Transports routiers de fret de proximite,SERVIAN,34,,sirene
880434568,88043456800015,,L2V SOLUTIONS,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
891397028,89139702800020,,POSE LOO,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
479141988,47914198800028,,ABS SUD SERVICE,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
338491269,33849126900027,,SARL TRANSPORTS PRUNIERES,livraison,49.41B,Transports routiers de fret de proximite,POUSSAN,34,,sirene
384912077,38491207700011,,TRHESE,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
389316324,38931632400026,,EURL SAINT CHINIAN TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,ABEILHAN,34,,sirene
814558516,81455851600021,,TRANSPORTS BOIRON MESSAGERIE EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,LE BOSC,34,,sirene
421649302,42164930200013,,TRANSPORTS PIC SAINT LOUP,livraison,49.41B,Transports routiers de fret de proximite,VIOLS-LE-FORT,34,,sirene
432043479,43204347900034,,MONTPELLIER COURSES,livraison,53.20Z,Autres activites de poste et de courrier,VENDARGUES,34,,sirene
509459103,50945910300024,,IB TRANSPORT EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,SAINT-GEORGES-D'ORQUES,34,,sirene
511269615,51126961500072,,ATTIA TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,CASTELNAU-LE-LEZ,34,,sirene
441851490,44185149000017,,TRANSPORT SUD EST,livraison,49.41B,Transports routiers de fret de proximite,VIAS,34,,sirene
429989114,42998911400013,,TMS,livraison,49.41B,Transports routiers de fret de proximite,SERVIAN,34,,sirene
790758239,79075823900053,,EB LAHANTE,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
792843336,79284333600019,,EKH EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
794392233,79439223300019,,TRANSPORT SANTA,livraison,49.41B,Transports routiers de fret de proximite,SERVIAN,34,,sirene
794699132,79469913200021,,ARIAS TRANSPORTS EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,PRADES-LE-LEZ,34,,sirene
804137990,80413799000011,,SL TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,NISSAN-LEZ-ENSERUNE,34,,sirene
804690758,80469075800011,,TRE - TRANSPORTS ROUTIERS EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,CASTELNAU-LE-LEZ,34,,sirene
890174360,89017436000010,,MOULOUA,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
828271791,82827179100042,,SERVICES ECUSSON VERT,livraison,49.41B,Transports routiers de fret de proximite,VILLENEUVE-LES-MAGUELONE,34,,sirene
850859448,85085944800027,,AS TRANS LOGISTIQUE,livraison,49.41B,Transports routiers de fret de proximite,SAINT-AUNES,34,,sirene
852678788,85267878800021,,M.J.S. TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,LUNEL,34,,sirene
901042960,90104296000020,,BOVIS OCCITANIE,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
881767115,88176711500028,,GO EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
682920236,68292023600028,,SOCIETE FRANCAISE D'ELECTRO BETON,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
808828230,80882823000017,,CHRONOTRANS HERAULT,livraison,53.20Z,Autres activites de poste et de courrier,GRABELS,34,,sirene
809142060,80914206000015,,TRANSPORTS C.M.L.E.,livraison,49.41B,Transports routiers de fret de proximite,LANSARGUES,34,,sirene
809313026,80931302600027,,R.B.E (ROUILLE BATIMENT ENVIRONNEMENT),livraison,49.41B,Transports routiers de fret de proximite,BOISSERON,34,,sirene
817882285,81788228500031,,SAS EQUIPAGE 34,livraison,49.41B,Transports routiers de fret de proximite,MAUGUIO,34,,sirene
911775534,91177553400041,,GRD EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
889608196,88960819600016,,ALTERNATIF TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,COURNONTERRAL,34,,sirene
922573696,92257369600023,,NAMIR TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,BEZIERS,34,,sirene
318148129,31814812900055,,TRANSPORTS GALLIX,livraison,49.41B,Transports routiers de fret de proximite,MUNDOLSHEIM,67,,sirene
883502833,88350283300014,,TRANSPORT MULTISERVICE OCCITANIE,livraison,49.41B,Transports routiers de fret de proximite,JUVIGNAC,34,,sirene
888235736,88823573600012,,TOP TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,LUNEL,34,,sirene
792197030,79219703000044,,VODATRANS,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
801560277,80156027700023,,EXPRESS TRANSPORT GC,livraison,49.41B,Transports routiers de fret de proximite,COURNONTERRAL,34,,sirene
808248009,80824800900025,,LITTORAL TRANSPORT EXPRESS 34,livraison,49.41B,Transports routiers de fret de proximite,SAUSSAN,34,,sirene
432811024,43281102400012,,SOCIETE MONTADYNOISE DE TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,MONTADY,34,,sirene
444672794,44467279400021,,C.S.C. TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,THEZAN-LES-BEZIERS,34,,sirene
451931075,45193107500043,,TRANSPORTS GAZEL EXPRESS,livraison,49.41B,Transports routiers de fret de proximite,SAINT-JEAN-DE-VEDAS,34,,sirene
418749420,41874942000067,,STR 53,livraison,49.41B,Transports routiers de fret de proximite,SAINT-BERTHEVIN,53,,sirene
402812697,40281269700017,,TRANSPORTS MIRA,livraison,49.41B,Transports routiers de fret de proximite,FABREGUES,34,,sirene
408885333,40888533300018,,HERAULT TRANS AGREGATS SERVICES SARL,livraison,49.41B,Transports routiers de fret de proximite,SAINT-JEAN-DE-VEDAS,34,,sirene
904972312,90497231200022,,DJP III,livraison,96.01A,Blanchisserie-teinturerie de gros,CAZOULS-LES-BEZIERS,34,,sirene
910903665,91090366500016,,AGR TRANSPORT,livraison,49.41B,Transports routiers de fret de proximite,SAINT-GEORGES-D'ORQUES,34,,sirene
915362321,91536232100019,,PRO'SUD TRANSPORTS,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
918787185,91878718500019,,ILS,livraison,49.41B,Transports routiers de fret de proximite,MONTPELLIER,34,,sirene
